Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
BLIZZARD--T_TITLE+S2R,0.2279305897,0.2525213094,0.107886878,0.058586386,0.0849161441,0.4494176866,0.0744906485,0.1069172466,0.4353109921
BLIZZARD--S2R+CODE,0.2279305897,0.2523614804,0.1071856599,0.058586386,0.0827708129,0.4127994318,0.0744906485,0.1078245134,0.4474905985
BLIZZARD--OTHER+S2R+CODE,0.2279305897,0.2523518029,0.1071432017,0.058586386,0.0810037561,0.382637872,0.0744906485,0.1039223354,0.3951057954
BLIZZARD--T_S2R+CODE,0.2279305897,0.2523215831,0.1070106188,0.058586386,0.0827956239,0.4132229255,0.0744906485,0.1058812215,0.4214028693
BLIZZARD--T_OB+OTHER+S2R,0.2279305897,0.2519934773,0.10557112,0.058586386,0.0791651423,0.3512549184,0.0744906485,0.1013274376,0.3602705799
TITLE+OB+T_OTHER+CODE,0.2279305897,0.251870961,0.105033604,0.058586386,0.0798607274,0.3631277293,0.0744906485,0.1014703487,0.36218909
TITLE+OB+CODE,0.2279305897,0.2515224629,0.1035046381,0.058586386,0.0820003447,0.3996484552,0.0744906485,0.102660885,0.3781714497
BLIZZARD--OTHER+T_S2R+CODE,0.2279305897,0.2514461582,0.1031698665,0.058586386,0.0806540604,0.3766689821,0.0744906485,0.1034328458,0.388534641
TITLE+OB+T_OTHER+T_S2R,0.2279305897,0.2514057935,0.1029927742,0.058586386,0.0701045075,0.1966006478,0.0744906485,0.0886068813,0.1895034224
BLIZZARD--OTHER+T_EB,0.2279305897,0.2512697017,0.102395699,0.058586386,0.0778613484,0.3290007048,0.0744906485,0.0981602789,0.3177530449
OB+T_OTHER+S2R,0.2279305897,0.2511975949,0.1020793445,0.058586386,0.0706836051,0.2064851561,0.0744906485,0.0889723052,0.1944090569
BLIZZARD--OTHER+EB,0.2279305897,0.2509799101,0.1011242959,0.058586386,0.0790155024,0.3487007428,0.0744906485,0.0994682045,0.3353112979
BLIZZARD--T_OB+OTHER+T_S2R,0.2279305897,0.2502092117,0.0977430104,0.058586386,0.0804292116,0.3728310791,0.0744906485,0.1024456064,0.3752814407
BLIZZARD--T_TITLE+T_S2R,0.2279305897,0.2499068451,0.0964164371,0.058586386,0.0840924741,0.4353586179,0.0744906485,0.1056007663,0.4176378971
TITLE+T_OB+T_OTHER+T_S2R,0.2279305897,0.2498134308,0.0960066005,0.058586386,0.0691438118,0.1802027141,0.0744906485,0.0869994728,0.167924761
BLIZZARD--T_OTHER+S2R,0.2279305897,0.2492621557,0.093587991,0.058586386,0.0790977132,0.3501039845,0.0744906485,0.1011178055,0.3574563732
TITLE+T_OB+T_S2R,0.2279305897,0.2486937575,0.0910942573,0.058586386,0.0676400357,0.1545350418,0.0744906485,0.0860769042,0.1555397355
TITLE+T_S2R,0.2279305897,0.248600729,0.0906861134,0.058586386,0.0699642786,0.1942071079,0.0744906485,0.0882849569,0.1851817472
OB+T_OTHER+CODE,0.2279305897,0.247995031,0.0880287344,0.058586386,0.0760933992,0.2988239133,0.0744906485,0.0970280382,0.3025532754
OB+T_OTHER+T_S2R,0.2279305897,0.2476924289,0.0867011277,0.058586386,0.069104613,0.1795336366,0.0744906485,0.0867091174,0.1640268832
BLIZZARD--T_OB+OTHER+CODE,0.2279305897,0.2474966985,0.0858423998,0.058586386,0.0775714941,0.3240532376,0.0744906485,0.1002303051,0.3455421207
BLIZZARD--T_OB+OTHER+T_TITLE,0.2279305897,0.2474342258,0.0855683132,0.058586386,0.0800956473,0.3671375337,0.0744906485,0.1026104757,0.3774947296
TITLE+OB+EB,0.2279305897,0.2462791485,0.0805006418,0.058586386,0.0683174981,0.1660985202,0.0744906485,0.0880693585,0.1822874454
TITLE+T_OTHER+CODE,0.2279305897,0.2462395185,0.0803267734,0.058586386,0.0772963922,0.3193575751,0.0744906485,0.0982219196,0.3185805417
TITLE+T_OTHER+T_S2R,0.2279305897,0.2458984463,0.0788303871,0.058586386,0.0680567194,0.1616473373,0.0744906485,0.0851900292,0.1436338783
BLIZZARD--T_OTHER+CODE,0.2279305897,0.2456254664,0.0776327422,0.058586386,0.08150009,0.3911097012,0.0744906485,0.1076632079,0.4453251534
OB+T_TITLE+T_OTHER,0.2279305897,0.2453531225,0.0764378876,0.058586386,0.0723846557,0.2355200676,0.0744906485,0.0913847747,0.2267952629
OB+EB,0.2279305897,0.2448616446,0.0742816262,0.058586386,0.0680604533,0.1617110714,0.0744906485,0.0879856665,0.1811639215
OB+CODE,0.2279305897,0.2446274144,0.0732539881,0.058586386,0.0767327267,0.3097364747,0.0744906485,0.0962412447,0.2919909635
BLIZZARD--T_OTHER+T_S2R,0.2279305897,0.2438903078,0.0700200798,0.058586386,0.077342226,0.3201399024,0.0744906485,0.0974017442,0.3075700932
TITLE+T_OB+T_OTHER+CODE,0.2279305897,0.2436143627,0.0688094257,0.058586386,0.0762257557,0.3010830809,0.0744906485,0.0947946533,0.2725711919
BLIZZARD--T_OB+S2R,0.2279305897,0.2432495337,0.0672088115,0.058586386,0.0782702136,0.3359795482,0.0744906485,0.0995021925,0.3357675696
BLIZZARD--T_OB+T_S2R,0.2279305897,0.2425451236,0.0641183526,0.058586386,0.078224493,0.3351991527,0.0744906485,0.0990712568,0.329982472
OB+T_TITLE+S2R,0.2279305897,0.2423823858,0.0634043727,0.058586386,0.068292313,0.165668641,0.0744906485,0.0852259515,0.1441161176
OB+T_TITLE,0.2279305897,0.2421422819,0.0623509648,0.058586386,0.074519615,0.2719612865,0.0744906485,0.0935641642,0.2560524853
BLIZZARD--EB,0.2279305897,0.2417226733,0.060510016,0.058586386,0.0825805836,0.4095524437,0.0744906485,0.1044129214,0.4016916692
BLIZZARD--T_OB+T_OTHER,0.2279305897,0.241491709,0.0594967059,0.058586386,0.0724972095,0.2374412278,0.0744906485,0.0944728966,0.2682517671
OB+T_TITLE+T_OTHER+S2R,0.2279305897,0.2411789448,0.0581245156,0.058586386,0.06644429,0.1341250832,0.0744906485,0.0837062836,0.1237153297
TITLE+EB,0.2279305897,0.2411450651,0.0579758752,0.058586386,0.0679864112,0.1604472611,0.0744906485,0.0866426178,0.1631341598
T_OB+T_OTHER+S2R,0.2279305897,0.2410851503,0.0577130108,0.058586386,0.0658614605,0.1241768764,0.0744906485,0.0829390052,0.1134149972
OB+T_TITLE+EB,0.2279305897,0.2410561979,0.0575859878,0.058586386,0.0659974107,0.1264973857,0.0744906485,0.084228763,0.1307293561
OB+T_TITLE+T_S2R,0.2279305897,0.2406900721,0.0559796841,0.058586386,0.0669185631,0.1422203619,0.0744906485,0.0847238308,0.1373753963
BLIZZARD--OTHER+T_TITLE,0.2279305897,0.2406468258,0.0557899493,0.058586386,0.0777651783,0.3273591961,0.0744906485,0.0997707943,0.3393734157
TITLE+T_OB+CODE,0.2279305897,0.2404208321,0.0547984472,0.058586386,0.0762877923,0.3021419725,0.0744906485,0.0938292659,0.2596113447
TITLE+T_EB,0.2279305897,0.2399676343,0.0528101324,0.058586386,0.0684590318,0.1685143321,0.0744906485,0.0863823627,0.1596403641
OB+T_TITLE+T_OTHER+T_S2R,0.2279305897,0.2393648278,0.0501654388,0.058586386,0.0653361206,0.1152099496,0.0744906485,0.0826525191,0.1095690638
TITLE+OB+T_EB,0.2279305897,0.2388233082,0.0477896296,0.058586386,0.0667171349,0.1387822228,0.0744906485,0.0848754022,0.1394101663
TITLE+CODE,0.2279305897,0.2383544391,0.0457325603,0.058586386,0.0781046311,0.3331532516,0.0744906485,0.0993450153,0.3336575442
OB+T_TITLE+T_OTHER+CODE,0.2279305897,0.2382286807,0.0451808203,0.058586386,0.0686013457,0.1709434621,0.0744906485,0.0868628409,0.1660905449
TITLE+OB+T_OTHER+EB,0.2279305897,0.237583591,0.0423506179,0.058586386,0.0649355876,0.1083733265,0.0744906485,0.0825115844,0.1076770851
OB+T_TITLE+S2R+EB,0.2279305897,0.2373066178,0.0411354531,0.058586386,0.0600040761,0.0241982847,0.0744906485,0.0769907097,0.0335620822
T_OB+T_TITLE+T_OTHER+S2R,0.2279305897,0.2373004476,0.0411083827,0.058586386,0.0633732946,0.0817068413,0.0744906485,0.0802294749,0.0770408974
TITLE+T_OB+EB,0.2279305897,0.2373003335,0.041107882,0.058586386,0.0638794727,0.0903466994,0.0744906485,0.0823222618,0.1051355236
TITLE+OB+T_S2R+EB,0.2279305897,0.2371980518,0.0406591415,0.058586386,0.0601027926,0.0258832584,0.0744906485,0.0777479547,0.0437277204
OB+T_TITLE+T_S2R+EB,0.2279305897,0.2371737654,0.0405525896,0.058586386,0.060201642,0.0275704995,0.0744906485,0.078025689,0.0474561657
OB+T_OTHER+EB,0.2279305897,0.2371019511,0.0402375189,0.058586386,0.0646681482,0.1038084536,0.0744906485,0.0821680175,0.1030648706
OB+T_TITLE+T_OTHER+EB,0.2279305897,0.2369714506,0.039664974,0.058586386,0.0645465984,0.101733744,0.0744906485,0.0824343598,0.1066403836
TITLE+OB+S2R+EB,0.2279305897,0.2367273762,0.0385941464,0.058586386,0.0597261362,0.0194541815,0.0744906485,0.0764864896,0.0267931772
OB+T_TITLE+CODE,0.2279305897,0.2364667998,0.037450919,0.058586386,0.0682355986,0.1647005942,0.0744906485,0.0851240876,0.1427486454
TITLE+T_OB+T_OTHER+S2R+CODE,0.2279305897,0.236394862,0.0371353065,0.058586386,0.0639908313,0.0922474595,0.0744906485,0.0816996906,0.0967778137
OB+S2R+EB,0.2279305897,0.2362954489,0.0366991512,0.058586386,0.0600905426,0.0256741651,0.0744906485,0.0769938736,0.0336045553
TITLE+OB+T_OTHER+S2R+CODE,0.2279305897,0.2362803852,0.0366330624,0.058586386,0.0643427098,0.0982536076,0.0744906485,0.0825766472,0.1085505219
OB+T_S2R+EB,0.2279305897,0.2360508148,0.0356258682,0.058586386,0.0600505177,0.0249909881,0.0744906485,0.0775686748,0.0413209769
BLIZZARD--T_EB,0.2279305897,0.2360204584,0.0354926852,0.058586386,0.0793555212,0.35450446,0.0744906485,0.0987197016,0.3252630181
T_OB+T_OTHER+T_S2R,0.2279305897,0.2359063966,0.0349922619,0.058586386,0.0649284873,0.1082521328,0.0744906485,0.0815078406,0.0942023226
TITLE+T_OTHER+EB,0.2279305897,0.2351488035,0.0316684735,0.058586386,0.0640054059,0.0924962303,0.0744906485,0.0815796276,0.0951660279
OB+T_TITLE+T_OTHER+S2R+EB,0.2279305897,0.2351377099,0.0316198025,0.058586386,0.0598824519,0.0221223034,0.0744906485,0.076971683,0.033306658
TITLE+OB+T_OTHER+S2R+EB,0.2279305897,0.2350018667,0.0310238172,0.058586386,0.0600874268,0.0256209828,0.0744906485,0.0768738367,0.0319931193
OB+T_TITLE+T_OTHER+T_S2R+EB,0.2279305897,0.2348847279,0.0305098942,0.058586386,0.0601084533,0.0259798801,0.0744906485,0.0775288925,0.0407869189
OB+T_OTHER+S2R+EB,0.2279305897,0.2348072571,0.0301700065,0.058586386,0.0600971052,0.0257861805,0.0744906485,0.0771437131,0.0356160762
TITLE+OB+S2R+CODE,0.2279305897,0.2347333717,0.0298458494,0.058586386,0.0634527693,0.0830633803,0.0744906485,0.0808032763,0.0847438973
TITLE+OB+T_OTHER+T_S2R+CODE,0.2279305897,0.2346398264,0.0294354379,0.058586386,0.0630795977,0.0766937836,0.0744906485,0.0797905802,0.0711489538
T_TITLE+T_OTHER+S2R,0.2279305897,0.2346299968,0.0293923126,0.058586386,0.0631271783,0.0775059286,0.0744906485,0.0798236288,0.0715926156
OB+T_OTHER+S2R+CODE,0.2279305897,0.234551014,0.0290457909,0.058586386,0.0633689193,0.0816321609,0.0744906485,0.0812126512,0.0902395511
TITLE+OB+T_OTHER+T_S2R+EB,0.2279305897,0.2345473952,0.0290299143,0.058586386,0.0602991546,0.0292349246,0.0744906485,0.0772995707,0.0377083867
OB+T_OTHER+T_S2R+EB,0.2279305897,0.2345143166,0.0288847886,0.058586386,0.0603218594,0.0296224679,0.0744906485,0.0774656929,0.0399384948
TITLE+OB+T_S2R+CODE,0.2279305897,0.2343255257,0.0280565062,0.058586386,0.062435492,0.0656996651,0.0744906485,0.0794134501,0.0660861696
T_OB+T_TITLE+T_OTHER+S2R+EB,0.2279305897,0.2343164841,0.0280168379,0.058586386,0.0598828169,0.022128535,0.0744906485,0.0765022546,0.0270048139
T_TITLE+T_OTHER+S2R+EB,0.2279305897,0.2342164885,0.0275781273,0.058586386,0.0598338188,0.0212921953,0.0744906485,0.0764012854,0.0256493526
OB+T_TITLE+T_OTHER+T_EB,0.2279305897,0.2341496267,0.0272847844,0.058586386,0.0644313309,0.0997662646,0.0744906485,0.0820710338,0.1017629126
TITLE+T_OB+T_OTHER+T_S2R+CODE,0.2279305897,0.2340728852,0.0269480966,0.058586386,0.063184677,0.0784873623,0.0744906485,0.0796931946,0.0698416011
TITLE+T_OB+S2R+EB,0.2279305897,0.2340320235,0.0267688238,0.058586386,0.0595493913,0.0164373558,0.0744906485,0.076500861,0.0269861058
TITLE+OB+T_OTHER+T_EB,0.2279305897,0.2338169588,0.0258252703,0.058586386,0.0643513717,0.0984014547,0.0744906485,0.0815023041,0.0941279983
TITLE+T_OB+T_OTHER+EB,0.2279305897,0.2338116526,0.0258019905,0.058586386,0.0634078128,0.0822960252,0.0744906485,0.0807251067,0.0836945082
OB+T_EB,0.2279305897,0.2337274594,0.0254326097,0.058586386,0.0650409465,0.1101716779,0.0744906485,0.0831458252,0.1161914531
TITLE+T_OTHER+S2R+EB,0.2279305897,0.2336311968,0.0250102766,0.058586386,0.0597729376,0.0202530258,0.0744906485,0.0764551193,0.0263720458
TITLE+T_OB+T_OTHER+S2R+EB,0.2279305897,0.2335577237,0.0246879282,0.058586386,0.0598106852,0.0208973323,0.0744906485,0.0764601771,0.0264399449
OB+T_OTHER+T_EB,0.2279305897,0.2335267952,0.0245522354,0.058586386,0.06444051,0.0999229397,0.0744906485,0.0817543589,0.0975117094
TITLE+S2R+EB,0.2279305897,0.2334374565,0.0241602797,0.058586386,0.0591494868,0.0096114601,0.0744906485,0.0756996118,0.016229733
T_TITLE+T_OTHER+EB,0.2279305897,0.2334141037,0.024057824,0.058586386,0.0638073974,0.08911646,0.0744906485,0.0810895059,0.0885863872
OB+T_TITLE+T_OTHER+CODE+EB,0.2279305897,0.2333335926,0.0237045976,0.058586386,0.0636814074,0.0869659614,0.0744906485,0.08026961,0.0775796914
TITLE+T_OB+T_EB,0.2279305897,0.2332780201,0.0234607842,0.058586386,0.0636180923,0.0858852471,0.0744906485,0.08176185,0.0976122734
TITLE+T_S2R+EB,0.2279305897,0.2331228888,0.0227801766,0.058586386,0.0587163546,0.0022184095,0.0744906485,0.0749490768,0.006154173
OB+T_OTHER+T_S2R+CODE,0.2279305897,0.2331188985,0.02276267,0.058586386,0.0623209763,0.0637450179,0.0744906485,0.0789675788,0.0601005681
T_TITLE+S2R+EB,0.2279305897,0.233077486,0.0225809807,0.058586386,0.059645524,0.0180782266,0.0744906485,0.0766848347,0.0294558621
TITLE+T_OB+T_S2R+CODE,0.2279305897,0.2330234268,0.0223438069,0.058586386,0.0620564491,0.0592298541,0.0744906485,0.078860635,0.058664901
T_OB+T_OTHER+S2R+EB,0.2279305897,0.2330082963,0.0222774248,0.058586386,0.0597036261,0.0190699604,0.0744906485,0.0761456996,0.0222182404
TITLE+T_OTHER+S2R+CODE,0.2279305897,0.2329669803,0.022096159,0.058586386,0.0644835339,0.1006573065,0.0744906485,0.0823832417,0.1059541486
OB+T_TITLE+T_OTHER+S2R+CODE,0.2279305897,0.2327804837,0.0212779424,0.058586386,0.0614813321,0.0494132891,0.0744906485,0.0782873122,0.0509683275
OB+T_TITLE+CODE+EB,0.2279305897,0.2327209012,0.0210165362,0.058586386,0.0638104207,0.0891680653,0.0744906485,0.0800357166,0.0744397891
OB+T_TITLE+T_S2R+T_EB,0.2279305897,0.2326888087,0.0208757367,0.058586386,0.0601037341,0.0258993285,0.0744906485,0.0771936286,0.0362861673
T_OB+T_TITLE+S2R+EB,0.2279305897,0.2326458119,0.0206870967,0.058586386,0.059560125,0.0166205674,0.0744906485,0.0766202869,0.0285893397
TITLE+T_OB+T_OTHER+T_S2R+EB,0.2279305897,0.2326413792,0.0206676494,0.058586386,0.0596221476,0.0176792198,0.0744906485,0.0759077858,0.0190243649
TITLE+T_OB+T_S2R+EB,0.2279305897,0.2326369134,0.0206480565,0.058586386,0.0589645878,0.0064554541,0.0744906485,0.0751355923,0.008658051
TITLE+T_OTHER+T_S2R+EB,0.2279305897,0.2325766619,0.0203837149,0.058586386,0.0596698961,0.0184942292,0.0744906485,0.0758822184,0.0186811361
TITLE+OB+T_OTHER+CODE+EB,0.2279305897,0.232552275,0.0202767223,0.058586386,0.0636960222,0.0872154183,0.0744906485,0.0800838704,0.0750862295
TITLE+OB+T_S2R+T_EB,0.2279305897,0.2323389271,0.019340701,0.058586386,0.0597402561,0.0196951915,0.0744906485,0.0766355605,0.0287943801
OB+T_TITLE+T_EB,0.2279305897,0.2323158609,0.0192395029,0.058586386,0.0643658104,0.0986479064,0.0744906485,0.0818660125,0.0990106029
TITLE+T_OTHER+T_EB,0.2279305897,0.2323138901,0.0192308562,0.058586386,0.0639578154,0.0916839166,0.0744906485,0.0810132445,0.0875626151
OB+S2R+CODE,0.2279305897,0.2323006533,0.0191727824,0.058586386,0.0622052624,0.0617699196,0.0744906485,0.0790680146,0.0614488699
TITLE+T_OB+S2R+CODE,0.2279305897,0.2322969749,0.019156644,0.058586386,0.0628443358,0.0726781424,0.0744906485,0.0799842481,0.0737488495
T_OTHER+S2R+EB,0.2279305897,0.2322185791,0.0188126981,0.058586386,0.058945055,0.0061220523,0.0744906485,0.0751469495,0.0088105155
OB+T_OTHER+CODE+EB,0.2279305897,0.2322043394,0.0187502242,0.058586386,0.0636060076,0.0856789749,0.0744906485,0.0799670615,0.0735181272
OB+T_S2R+CODE,0.2279305897,0.2320255938,0.0179660138,0.058586386,0.0613212254,0.046680459,0.0744906485,0.0779409726,0.0463188894
OB+T_TITLE+T_OTHER+S2R+T_EB,0.2279305897,0.2320077928,0.0178879154,0.058586386,0.0596516918,0.0181835029,0.0744906485,0.0764367143,0.0261249686
OB+T_TITLE+S2R+T_EB,0.2279305897,0.2319330327,0.0175599203,0.058586386,0.0595196246,0.0159292734,0.0744906485,0.0756372019,0.0153919107
TITLE+OB+CODE+EB,0.2279305897,0.2318798207,0.0173264631,0.058586386,0.0637331961,0.087849932,0.0744906485,0.0797900842,0.0711422959
OB+T_TITLE+T_S2R+CODE,0.2279305897,0.2318796983,0.0173259261,0.058586386,0.0605052272,0.0327523387,0.0744906485,0.0768216252,0.0312922061
T_OB+S2R+EB,0.2279305897,0.2318382674,0.0171441565,0.058586386,0.05922314,0.0108686326,0.0744906485,0.0761422198,0.0221715261
T_OB+T_TITLE+T_OTHER+EB,0.2279305897,0.23183438,0.0171271013,0.058586386,0.0636459891,0.0863614131,0.0744906485,0.0809721761,0.0870112925
OB+T_TITLE+T_OTHER+T_S2R+T_EB,0.2279305897,0.2315998063,0.0160979558,0.058586386,0.0600909421,0.0256809836,0.0744906485,0.0770621766,0.0345214889
OB+T_TITLE+T_OTHER+T_S2R+CODE,0.2279305897,0.2315754086,0.015990916,0.058586386,0.0609386323,0.0401500484,0.0744906485,0.0771857826,0.0361808381
T_TITLE+T_OTHER+T_S2R+EB,0.2279305897,0.2315456255,0.0158602487,0.058586386,0.0597119844,0.0192126267,0.0744906485,0.0760412393,0.0208159123
T_OB+T_TITLE+T_OTHER+T_S2R,0.2279305897,0.2313838059,0.0151502972,0.058586386,0.0626892706,0.070031364,0.0744906485,0.0788162366,0.058068874
T_OB+T_TITLE+T_S2R+EB,0.2279305897,0.2313421399,0.014967496,0.058586386,0.0586331432,0.0007980897,0.0744906485,0.0748778927,0.005198562
OB+CODE+EB,0.2279305897,0.2311537277,0.0141408751,0.058586386,0.0635197465,0.0842066015,0.0744906485,0.0795463807,0.0678706963
TITLE+T_OB+T_OTHER+T_EB,0.2279305897,0.231115325,0.0139723911,0.058586386,0.0630673035,0.0764839375,0.0744906485,0.0801172872,0.0755348333
OB+T_TITLE+S2R+CODE,0.2279305897,0.2311059855,0.0139314155,0.058586386,0.0604563763,0.031918512,0.0744906485,0.0767731241,0.0306411029
TITLE+OB+S2R+T_EB,0.2279305897,0.2310839925,0.0138349257,0.058586386,0.0594582663,0.0148819607,0.0744906485,0.0754801913,0.0132841216
T_OB+T_TITLE+T_OTHER+T_S2R+EB,0.2279305897,0.2309357114,0.0131843722,0.058586386,0.0595326442,0.016151502,0.0744906485,0.0758522128,0.0182783255
T_TITLE+T_S2R+EB,0.2279305897,0.2308503723,0.0128099637,0.058586386,0.0586814851,0.0016232274,0.0744906485,0.0751302244,0.0085859888
OB+T_S2R+T_EB,0.2279305897,0.2307622124,0.0124231796,0.058586386,0.059872009,0.0219440558,0.0744906485,0.0766638143,0.0291736736
T_TITLE+T_OTHER+CODE+EB,0.2279305897,0.2307588497,0.0124084265,0.058586386,0.0624096829,0.065259134,0.0744906485,0.0785977373,0.0551356299
OB+T_OTHER+T_S2R+T_EB,0.2279305897,0.2307375366,0.0123149198,0.058586386,0.0599752865,0.0237068812,0.0744906485,0.0766834422,0.0294371681
T_TITLE+T_OTHER+S2R+T_EB,0.2279305897,0.2307286509,0.0122759356,0.058586386,0.0595140315,0.0158338057,0.0744906485,0.0756724362,0.015864914
OB+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2307018164,0.0121582046,0.058586386,0.0586561046,0.0011900124,0.0744906485,0.0747924004,0.0040508701
TITLE+T_OTHER+T_S2R+CODE,0.2279305897,0.2306815843,0.0120694399,0.058586386,0.0623414278,0.0640941004,0.0744906485,0.0787075419,0.0566097024
T_TITLE+EB,0.2279305897,0.2306536352,0.0119468188,0.058586386,0.0652457354,0.1136671807,0.0744906485,0.0819368747,0.0999618922
OB+T_TITLE+T_OTHER+S2R+CODE+EB,0.2279305897,0.2306499967,0.0119308557,0.058586386,0.0587221802,0.002317845,0.0744906485,0.0748639403,0.0050112568
T_OB+EB,0.2279305897,0.2306492868,0.0119277412,0.058586386,0.0618697449,0.0560430349,0.0744906485,0.0800071202,0.074055896
T_OB+T_TITLE+T_OTHER+S2R+T_EB,0.2279305897,0.2306230368,0.0118125746,0.058586386,0.0594532721,0.0147967145,0.0744906485,0.0757072972,0.0163329056
OB+T_TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2306073725,0.0117438507,0.058586386,0.0634993448,0.083858369,0.0744906485,0.0800004958,0.0739669664
TITLE+T_OB+T_OTHER+CODE+EB,0.2279305897,0.2305720222,0.0115887581,0.058586386,0.0631799364,0.0784064465,0.0744906485,0.0794292273,0.0662979704
OB+T_OTHER+S2R+T_EB,0.2279305897,0.2305538665,0.0115091036,0.058586386,0.059463787,0.0149761923,0.0744906485,0.0760021453,0.0202910954
TITLE+OB+T_OTHER+T_S2R+T_EB,0.2279305897,0.2305260437,0.0113870366,0.058586386,0.0597046422,0.0190873039,0.0744906485,0.0763992137,0.0256215415
OB+T_TITLE+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2304825186,0.0111960791,0.058586386,0.0589018251,0.0053841704,0.0744906485,0.0749841561,0.0066250949
TITLE+OB+T_OTHER+S2R+T_EB,0.2279305897,0.2303920261,0.0107990613,0.058586386,0.0595166509,0.0158785153,0.0744906485,0.0759410778,0.019471294
T_OB+T_TITLE+S2R,0.2279305897,0.2302757185,0.010288785,0.058586386,0.0616790164,0.0527875249,0.0744906485,0.07862959,0.0555632371
TITLE+OB+T_OTHER+S2R+CODE+EB,0.2279305897,0.2301463618,0.0097212582,0.058586386,0.0587831264,0.0033581245,0.0744906485,0.0747974256,0.0041183302
T_OB+T_TITLE+T_OTHER+S2R+CODE+EB,0.2279305897,0.2301463154,0.0097210545,0.058586386,0.0587241838,0.0023520437,0.0744906485,0.0748073545,0.0042516214
TITLE+S2R+T_EB,0.2279305897,0.2301352984,0.0096727197,0.058586386,0.059145215,0.009538547,0.0744906485,0.0749793042,0.00655996
T_OB+T_TITLE+T_OTHER+CODE+EB,0.2279305897,0.2301016849,0.0095252473,0.058586386,0.0631812564,0.0784289782,0.0744906485,0.0795484404,0.0678983473
TITLE+T_OTHER+T_S2R+T_EB,0.2279305897,0.2300987698,0.0095124577,0.058586386,0.0593421883,0.0129006458,0.0744906485,0.0755361703,0.0140356115
TITLE+T_S2R+CODE,0.2279305897,0.2300833454,0.0094447864,0.058586386,0.0610908866,0.042748849,0.0744906485,0.0777126392,0.0432536266
OB+T_OTHER+S2R+CODE+EB,0.2279305897,0.2300508378,0.0093021658,0.058586386,0.0587552685,0.002882622,0.0744906485,0.0747656369,0.0036915833
T_TITLE+T_OTHER+T_S2R,0.2279305897,0.2300280371,0.0092021321,0.058586386,0.0623967337,0.0650381066,0.0744906485,0.0782223058,0.0500956488
TITLE+OB+T_S2R+CODE+EB,0.2279305897,0.2300092075,0.0091195211,0.058586386,0.0586637193,0.0013199864,0.0744906485,0.0747045958,0.0028721362
OB+T_TITLE+S2R+CODE+EB,0.2279305897,0.2300028655,0.0090916967,0.058586386,0.058590762,7.46921859039768E-05,0.0744906485,0.0747885984,0.0039998305
TITLE+T_OB+T_OTHER+S2R+CODE+EB,0.2279305897,0.2299204536,0.0087301311,0.058586386,0.0587806512,0.0033158757,0.0744906485,0.0746850237,0.002609391
T_OTHER+T_S2R+EB,0.2279305897,0.229919514,0.0087260086,0.058586386,0.0590315723,0.0075988001,0.0744906485,0.0748356362,0.0046312889
T_OB+T_OTHER+EB,0.2279305897,0.2299144892,0.0087039632,0.058586386,0.0630656582,0.0764558541,0.0744906485,0.0798708811,0.0722269533
TITLE+T_S2R+T_EB,0.2279305897,0.2298997504,0.0086392997,0.058586386,0.0588707925,0.0048544802,0.0744906485,0.0750892523,0.0080359593
OB+T_S2R+CODE+EB,0.2279305897,0.2298912197,0.0086018732,0.058586386,0.05863643,0.0008541908,0.0744906485,0.0746594773,0.0022664428
TITLE+T_OTHER+CODE+EB,0.2279305897,0.2298552722,0.0084441604,0.058586386,0.0622665084,0.0628153153,0.0744906485,0.078301841,0.0511633683
T_OB+T_OTHER+T_S2R+EB,0.2279305897,0.2298474791,0.0084099697,0.058586386,0.0593099211,0.0123498837,0.0744906485,0.0753958609,0.0121520272
T_OB+T_TITLE+T_OTHER+S2R+CODE,0.2279305897,0.2298328664,0.0083458596,0.058586386,0.0598875731,0.0222097163,0.0744906485,0.0767423706,0.0302282525
TITLE+T_OB+CODE+EB,0.2279305897,0.2298048455,0.0082229234,0.058586386,0.0630266939,0.0757907798,0.0744906485,0.0789133698,0.0593728396
OB+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2296737101,0.007647593,0.058586386,0.0589448279,0.006118176,0.0744906485,0.074933876,0.0059501099
TITLE+OB+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2296737101,0.007647593,0.058586386,0.0589449006,0.0061194169,0.0744906485,0.0748769033,0.005185279
T_OB+T_S2R+EB,0.2279305897,0.2296247578,0.0074328248,0.058586386,0.0581916641,-0.0067374347,0.0744906485,0.0742172393,-0.0036703826
T_OB+T_TITLE+S2R+T_EB,0.2279305897,0.2296185517,0.0074055967,0.058586386,0.0592428848,0.0112056531,0.0744906485,0.0755024271,0.0135826264
BLIZZARD--OTHER+S2R,0.2279305897,0.2295506067,0.0071075013,0.058586386,0.0728962991,0.2442532131,0.0744906485,0.0938269981,0.2595809007
T_TITLE+CODE+EB,0.2279305897,0.2295453102,0.0070842639,0.058586386,0.0626275842,0.0689784502,0.0744906485,0.0782434246,0.0503791572
